Sample ID,Pop,Subsp.,collection date,Collection Month,Collection Year,Genotyped?,sequenced?,published?,Sex,Original owner
24Wab_002,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_006,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
Wab24_02,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_012,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_08,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
24Wab_007,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_008,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_009,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_0010,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_0012,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
24Wab_003,Wabasca,Wood,N/A,January?,2024,,,,,Greg Wilson
Wab24_010,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_03,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_01,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_06,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_011,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
Wab24_05,Wabasca,Wood,N/A,March?,2024,,,,,Greg Wilson
YUK01,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK04,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK05,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK06,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK07,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK08,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK09,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK1047,Yukon,Wood,2022,,2022,,,,,Renee Petri
YUK1071,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1081,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1085,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1086,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1088,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1089,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1091,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK10,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK1116,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1117,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1118,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1119,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1121,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1123,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1124,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK1125,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK11,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK12,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK13,Yukon,Wood,2/23/2022,Feburary,2022,,,,,Renee Petri
YUK15,Yukon,Wood,2/23/2022,Feburary,2022,,,,,Renee Petri
YUK17,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK18,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK19,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK20,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK21,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK224,Yukon,Wood,2022,,2022,,,,,Renee Petri
YUK22,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK233,Yukon,Wood,2022,,2022,,,,,Renee Petri
YUK23,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK254,Yukon,Wood,2/18/2022,Feburary,2022,,,,,Renee Petri
YUK25,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK267,Yukon,Wood,2022,,2022,,,,,Renee Petri
YUK27,Yukon,Wood,10/9/2022,October,2022,,,,,Renee Petri
YUK29,Yukon,Wood,Sep-22,September,2022,,,,,Renee Petri
YUK30,Yukon,Wood,2/15/2022,Feburary,2022,,,,,Renee Petri
YUK559,Yukon,Wood,Mar-23,March,2023,,,,,Renee Petri
YUK578,Yukon,Wood,Feb-21,Feburary,2021,,,,,Renee Petri
