Herd,Subspecies,Case #,Lab,Metadata file,Date sampled,Genotypes received,File,ID NAME,ID,Sample,BMS1117,BMS1117_2,TGLA53,TGLA53_2,BMC4214,BMC4214_2
EINPW,wood,EIB162,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,141,479,,89,89,134,138,179,187
EINPW,wood,EIB163,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,142,480,,89,89,136,136,187,187
EINPW,wood,EIB164,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,143,481,,89,91,134,140,179,179
EINPW,wood,EIB165,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,144,482,,91,91,136,138,179,187
EINPW,wood,EIB166,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,145,483,,93,93,136,136,179,187
EINPW,wood,EIB167,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,146,484,,89,89,134,138,187,187
EINPW,wood,EIB168,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,147,485,,89,89,134,138,187,187
EINPW,wood,EIB169,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,148,486,,91,93,136,136,179,181
EINPW,wood,EIB170,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,149,487,,89,89,136,136,179,181
EINPW,wood,EIB171,Davis,all samples,1986,2021,EIB77_773_Parks Canada_Results,85014,488,,89,91,138,138,179,187
EINPW,wood,EIB172,Davis,all samples,1986,2021,EIB77_773_Parks Canada_Results,85026,489,,91,91,136,140,187,187
EINPW,wood,EIB125,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Collar 1,444,,89,89,134,138,187,187
EINPW,wood,EIB126,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Collar 2,445,,89,91,134,138,179,179
EINPW,wood,EIB127,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Collar 3,446,,91,93,134,136,179,179
EINPW,wood,EIB128,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Collar 4,447,,89,91,136,140,181,187
EINPW,wood,EIB173,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,L27599,490,,89,89,136,138,179,181
EINPW,wood,EIB174,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,R87001,491,,89,89,134,138,179,179
EINPW,wood,EIB175,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,R87029,492,,89,93,134,134,181,187
EINPW,wood,EIB176,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,W79001,493,,89,89,134,138,187,187
EINPW,wood,EIB177,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,W83035,494,,89,91,136,136,187,187
EINPW,wood,EIB178,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,W84001,495,,89,91,136,138,179,187
EINPW,wood,EIB179,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,W84003,496,,89,91,136,138,187,187
EINPW,wood,EIB180,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR86013,497,,89,89,134,136,179,181
EINPW,wood,EIB181,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR86015,498,,89,91,136,136,181,187
EINPW,wood,EIB182,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR86017,499,,89,89,136,136,179,187
EINPW,wood,EIB183,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR86024,500,,91,91,136,136,179,181
EINPW,wood,EIB184,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR86028,501,,89,91,136,136,179,181
EINPW,wood,EIB185,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87005,502,,89,89,136,136,181,187
EINPW,wood,EIB186,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87006,503,,89,91,136,136,179,187
EINPW,wood,EIB187,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87009,504,,89,91,136,136,179,187
EINPW,wood,EIB188,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87010,505,,89,91,136,136,179,187
EINPW,wood,EIB189,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87012,506,,89,91,136,138,179,187
EINPW,wood,EIB190,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87013,507,,91,91,136,136,187,187
EINPW,wood,EIB191,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87017,508,,89,89,136,136,179,187
EINPW,wood,EIB192,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87018,509,,91,93,136,140,181,181
EINPW,wood,EIB193,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87019,510,,89,91,136,138,179,187
EINPW,wood,EIB194,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87020,511,,89,91,134,134,179,179
EINPW,wood,EIB195,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87023,512,,89,93,136,136,181,181
EINPW,wood,EIB196,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87035,513,,89,91,136,138,187,187
EINPW,wood,EIB197,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87037,514,,89,91,136,138,179,187
EINPW,wood,EIB198,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87039,515,,89,89,136,136,179,181
EINPW,wood,EIB199,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR87040,516,,89,93,138,138,179,187
EINPW,wood,EIB201,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR88006,517,,89,91,134,134,187,187
EINPW,wood,EIB202,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR88012,518,,91,91,136,138,179,181
EINPW,wood,EIB203,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR88023,519,,89,91,134,136,179,187
EINPW,wood,EIB205,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89003,520,,89,89,134,136,181,187
EINPW,wood,EIB206,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89012,521,,89,93,134,136,181,191
EINPW,wood,EIB207,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89017,522,,89,91,138,138,179,181
EINPW,wood,EIB208,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89026,523,,89,89,136,138,187,187
EINPW,wood,EIB209,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89030,524,,89,89,136,136,187,187
EINPW,wood,EIB210,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89031,525,,89,91,134,140,187,187
EINPW,wood,EIB211,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,WR89036,526,,89,89,136,136,179,179
ETH,wood,EIB578,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,,2021,EIB77_773_Parks Canada_Results,13-4034,528,,89,89,136,136,179,179
ETH,wood,EIB581,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,,2021,EIB77_773_Parks Canada_Results,14-5138,529,,89,93,136,136,181,187
ETH,wood,EIB585,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,2009-2234,530,,89,91,134,138,187,187
ETH,wood,EIB586,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,2009-2235,531,,89,91,134,136,179,187
ETH,wood,EIB587,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,2009-2236,532,,89,91,136,136,179,179
ETH,wood,EIB588,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,2009-2237,533,,89,93,134,136,181,187
ETH,wood,EIB589,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,,2021,EIB77_773_Parks Canada_Results,2009-2238,534,,89,93,136,138,179,187
ETH,wood,EIB571,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2010,2021,EIB77_773_Parks Canada_Results,BIBI021110A,527,,89,91,134,138,187,187
ETH,wood,EIB593,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-006,538,,91,93,136,136,179,187
ETH,wood,EIB592,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-007,537,,89,91,136,136,181,187
ETH,wood,EIB597,Davis,,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-010,540,,89,91,136,136,187,187
ETH,wood,EIB591,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-011,536,,89,93,136,136,179,179
ETH,wood,EIB590,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-101,535,,91,91,134,136,179,179
ETH,wood,EIB596,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Etthithun 14-102,539,,91,91,134,138,179,187
HZ,wood,EIB563,Davis,all samples,2012,2021,EIB77_773_Parks Canada_Results,Hay Zama,541,,89,89,136,138,187,187
MACK,wood,EIB389,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-01,570,,89,91,134,134,179,179
MACK,wood,EIB390,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-02,571,,89,89,134,138,179,181
MACK,wood,EIB391,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-03,572,,91,93,136,136,179,181
MACK,wood,EIB392,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-04,573,,89,89,134,136,181,187
MACK,wood,EIB393,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-05,574,,89,89,136,136,179,187
MACK,wood,EIB394,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-06,575,,91,91,134,142,181,187
MACK,wood,EIB396,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-08,576,,91,91,134,136,179,179
MACK,wood,EIB397,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-09,577,,89,93,134,136,181,185
MACK,wood,EIB398,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-10,578,,89,93,136,142,179,187
MACK,wood,EIB399,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-11,579,,91,91,136,136,181,181
MACK,wood,EIB400,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-12,580,,89,91,134,138,175,179
MACK,wood,EIB401,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-13,581,,91,91,134,136,179,187
MACK,wood,EIB402,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-14,582,,91,91,136,136,185,187
MACK,wood,EIB403,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-15,583,,91,91,138,138,179,181
MACK,wood,EIB404,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,M09-16,584,,89,91,136,136,179,181
MACK,wood,EIB249,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 11,547,,91,91,134,136,181,181
MACK,wood,EIB250,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 12,548,,89,91,136,136,175,179
MACK,wood,EIB251,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 13,549,,89,91,136,138,179,187
MACK,wood,EIB252,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 14,550,,89,89,134,136,187,187
MACK,wood,EIB253,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 15,551,,89,91,134,136,181,187
MACK,wood,EIB254,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 16,552,,89,91,136,142,181,181
MACK,wood,EIB255,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 17,553,,93,93,136,142,175,185
MACK,wood,EIB256,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 18,554,,89,91,134,136,181,181
MACK,wood,EIB257,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 19,555,,89,91,134,134,179,179
MACK,wood,EIB258,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 20,556,,89,91,136,136,179,181
MACK,wood,EIB259,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 21,557,,89,91,136,142,179,181
MACK,wood,EIB260,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 35,558,,89,89,134,134,179,187
MACK,wood,EIB261,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 36,559,,91,91,136,136,179,181
MACK,wood,EIB262,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 37,560,,91,93,134,136,179,181
MACK,wood,EIB263,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 39,561,,91,91,136,138,181,187
MACK,wood,EIB244,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 4,542,,89,91,136,138,179,181
MACK,wood,EIB264,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 40,562,,91,91,136,136,179,185
MACK,wood,EIB265,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 41,563,,91,91,134,136,179,181
MACK,wood,EIB266,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 42,564,,89,91,136,142,179,187
MACK,wood,EIB267,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 44,565,,89,91,134,136,179,187
MACK,wood,EIB268,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 45,566,,91,93,136,140,179,179
MACK,wood,EIB269,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 46,567,,91,91,136,136,181,187
MACK,wood,EIB270,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 47,568,,89,91,134,136,181,181
MACK,wood,EIB271,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 48,569,,91,91,134,136,179,181
MACK,wood,EIB245,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 5,543,,89,89,136,136,179,179
MACK,wood,EIB246,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 7,544,,89,89,134,142,187,187
MACK,wood,EIB247,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 8,545,,89,89,134,138,179,181
MACK,wood,EIB248,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Mackenzie Bison Sanctuary 9,546,,89,91,136,136,179,179
MACK,wood,EIB408,Davis,Bison Samples_worksheet_Mackenzie_DNA,2010,2021,EIB77_773_Parks Canada_Results,Tag3476,588,,89,91,136,136,179,181
MACK,wood,EIB409,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3477,589,,91,91,136,138,179,179
MACK,wood,EIB410,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3478,590,,91,91,138,142,179,179
MACK,wood,EIB411,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3479,591,,89,91,136,136,181,181
MACK,wood,EIB412,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3481,592,,89,89,134,136,179,181
MACK,wood,EIB413,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3482,593,,89,91,134,136,179,179
MACK,wood,EIB415,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3484,594,,89,91,136,142,179,179
MACK,wood,EIB416,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3486,595,,91,91,136,142,179,187
MACK,wood,EIB417,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3488,596,,89,91,136,136,181,187
MACK,wood,EIB418,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3489,597,,91,91,136,138,179,187
MACK,wood,EIB419,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3490,598,,89,91,134,136,179,179
MACK,wood,EIB420,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3491,599,,91,91,134,134,179,179
MACK,wood,EIB421,Davis,Bison Samples_worksheet_Mackenzie_DNA,2009,2021,EIB77_773_Parks Canada_Results,Tag3493,600,,89,91,134,134,179,181
MACK,wood,EIB406,Davis,Bison Samples_worksheet_Mackenzie_DNA,2010,2021,EIB77_773_Parks Canada_Results,Tag3640,586,,89,91,136,136,181,187
MACK,wood,EIB407,Davis,Bison Samples_worksheet_Mackenzie_DNA,2010,2021,EIB77_773_Parks Canada_Results,Tag3641,587,,89,89,134,134,179,179
MACK,wood,EIB405,Davis,,,2021,EIB77_773_Parks Canada_Results,Tag3644,585,,89,91,136,136,179,179
NAH,wood,EIB584,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2018,2021,EIB77_773_Parks Canada_Results,18-11515,602,,89,93,134,134,185,185
NAH,wood,EIB583,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2018,2021,EIB77_773_Parks Canada_Results,18-11516,601,,89,93,134,136,185,187
NORD,wood,EIB564,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,BIBI100209A,603,,89,91,138,138,179,187
NORD,wood,EIB565,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,BIBI100209B,604,,89,91,138,138,179,187
NORD,wood,EIB568,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,BIBI121009A2,605,,89,89,136,138,179,187
NORD,wood,EIB574,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2009,2021,EIB77_773_Parks Canada_Results,BIBI121210A1,607,,89,91,136,140,179,179
NORD,wood,EIB573,Davis,Bison Samples_to_GregWilson_16Nov2020_BC,2010,2021,EIB77_773_Parks Canada_Results,BIBI301110A2,606,,89,91,134,136,179,179
NORD,wood,EIB595,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Nordquist 14-003,609,,89,91,138,138,179,187
NORD,wood,EIB594,Davis,all samples,,2021,EIB77_773_Parks Canada_Results,Nordquist 14-004,608,,89,89,134,136,181,187
WBNPGR,wood,EIB355,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 108,619,,91,91,134,136,179,187
WBNPGR,wood,EIB292,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 21,610,,89,93,134,140,185,191
WBNPGR,wood,EIB293,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 22,611,,89,89,134,136,179,181
WBNPGR,wood,EIB294,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 23,612,,89,89,136,138,175,187
WBNPGR,wood,EIB295,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 24,613,,89,91,136,138,179,179
WBNPGR,wood,EIB296,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 25,614,,89,89,134,136,179,187
WBNPGR,wood,EIB297,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 26,615,,89,89,134,136,179,181
WBNPGR,wood,EIB298,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 27,616,,89,93,138,138,179,181
WBNPGR,wood,EIB299,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 28,617,,89,91,136,140,179,187
WBNPGR,wood,EIB331,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 62,618,,91,93,134,136,185,187
WBNPHC,wood,EIB602,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-04,644,,89,91,134,138,181,181
WBNPHC,wood,EIB604,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-06,645,,89,91,136,136,181,187
WBNPHC,wood,EIB605,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-07,646,,89,89,136,136,181,181
WBNPHC,wood,EIB619,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-49,647,,89,91,134,138,181,187
WBNPHC,wood,EIB620,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-50,648,,89,91,136,138,181,187
WBNPHC,wood,EIB624,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-54,649,,89,89,140,142,175,181
WBNPHC,wood,EIB625,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-55,650,,89,91,134,138,181,181
WBNPHC,wood,EIB626,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-57,651,,89,89,138,138,181,187
WBNPHC,wood,EIB629,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-60,652,,89,89,134,136,181,187
WBNPHC,wood,EIB630,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-61,653,,89,89,134,136,179,185
WBNPHC,wood,EIB631,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-62,654,,89,91,134,138,179,187
WBNPHC,wood,EIB632,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-63,655,,91,91,138,138,179,181
WBNPHC,wood,EIB633,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-64,656,,91,91,134,138,179,187
WBNPHC,wood,EIB634,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-65,657,,89,91,132,138,179,179
WBNPHC,wood,EIB635,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-66,658,,89,93,132,140,179,181
WBNPHC,wood,EIB636,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-67,659,,89,91,136,138,175,179
WBNPHC,wood,EIB638,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-69,660,,89,91,134,138,179,181
WBNPHC,wood,EIB639,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-70,661,,89,91,138,138,179,187
WBNPHC,wood,EIB351,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 104,640,,89,91,134,136,187,187
WBNPHC,wood,EIB352,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 105,641,,89,89,134,138,179,181
WBNPHC,wood,EIB353,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 106,642,,89,91,134,136,179,187
WBNPHC,wood,EIB354,Davis,all samples,1992,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 107,643,,89,91,134,136,179,187
WBNPHC,wood,EIB300,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 29,620,,89,91,138,138,181,187
WBNPHC,wood,EIB301,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 30,621,,91,91,134,136,179,191
WBNPHC,wood,EIB302,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 31,622,,89,93,134,134,181,187
WBNPHC,wood,EIB303,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 32,623,,89,89,136,136,187,187
WBNPHC,wood,EIB304,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 33,624,,89,91,136,138,179,179
WBNPHC,wood,EIB313,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 42,625,,89,93,132,136,181,187
WBNPHC,wood,EIB314,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 43,626,,91,99,138,138,179,187
WBNPHC,wood,EIB315,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 44,627,,89,89,134,134,179,185
WBNPHC,wood,EIB316,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 45,628,,89,91,134,136,179,181
WBNPHC,wood,EIB317,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 46,629,,89,91,134,134,179,179
WBNPHC,wood,EIB318,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 47,630,,89,91,134,138,181,187
WBNPHC,wood,EIB319,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 48,631,,89,91,138,138,179,181
WBNPHC,wood,EIB320,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 49,632,,89,89,136,140,175,187
WBNPHC,wood,EIB321,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 50,633,,89,91,132,134,179,187
WBNPHC,wood,EIB322,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 51,634,,89,99,134,136,175,179
WBNPHC,wood,EIB323,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 52,635,,89,91,134,136,179,187
WBNPHC,wood,EIB324,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 53,636,,89,89,132,134,181,185
WBNPHC,wood,EIB325,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 54,637,,89,91,132,136,187,187
WBNPHC,wood,EIB327,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 57,638,,91,99,136,138,179,187
WBNPHC,wood,EIB333,Davis,all samples,1990,2021,EIB77_773_Parks Canada_Results,Wood Buffalo NP 67,639,,89,91,138,140,187,187
WBNPNY,wood,EIB603,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-05,675,,89,91,138,142,181,187
WBNPNY,wood,EIB606,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-08,676,,89,91,140,142,181,181
WBNPNY,wood,EIB607,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-09,677,,89,91,134,136,179,181
WBNPNY,wood,EIB609,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-12,678,,91,93,138,138,175,185
WBNPNY,wood,EIB610,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-13,679,,91,91,134,142,179,179
WBNPNY,wood,EIB612,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-42,680,,89,91,136,138,181,185
WBNPNY,wood,EIB613,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-43,681,,91,93,138,138,175,179
WBNPNY,wood,EIB614,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-44,682,,89,91,134,140,179,185
WBNPNY,wood,EIB615,Davis,,,2021,EIB77_773_Parks Canada_Results,BSN-45,683,,89,91,134,138,179,179
